Region,Codigo region,Comuna,Codigo comuna,Poblacion,Fecha,Casos actuales
Los Rios,14.0,Paillaco,14107.0,20798.0,2020-06-12,0.0
Los Rios,14.0,Panguipulli,14108.0,35991.0,2020-06-12,16.0
Los Rios,14.0,Rio Bueno,14204.0,32925.0,2020-06-12,1.0
Los Rios,14.0,Valdivia,14101.0,176774.0,2020-06-12,20.0
Los Rios,14.0,Desconocido Los Rios,,,2020-06-12,
Los Rios,14.0,Total,,405835.0,2020-06-12,93.0
Los Lagos,10.0,Ancud,10202.0,42458.0,2020-06-12,3.0
Los Lagos,10.0,Calbuco,10102.0,36744.0,2020-06-12,1.0
Los Lagos,10.0,Castro,10201.0,47607.0,2020-06-12,1.0
Los Lagos,10.0,Chaiten,10401.0,5020.0,2020-06-12,0.0
Los Lagos,10.0,Chonchi,10203.0,16013.0,2020-06-12,0.0
Los Lagos,10.0,Cochamo,10103.0,4006.0,2020-06-12,0.0
Los Lagos,10.0,Curaco de Velez,10204.0,4066.0,2020-06-12,0.0
Los Lagos,10.0,Dalcahue,10205.0,15069.0,2020-06-12,0.0
Los Lagos,10.0,Fresia,10104.0,12656.0,2020-06-12,1.0
Los Lagos,10.0,Frutillar,10105.0,20223.0,2020-06-12,1.0
Los Lagos,10.0,Futaleufu,10402.0,2806.0,2020-06-12,0.0
Los Lagos,10.0,Hualaihue,10403.0,9525.0,2020-06-12,0.0
Los Lagos,10.0,Llanquihue,10107.0,18621.0,2020-06-12,2.0
Los Lagos,10.0,Los Muermos,10106.0,17817.0,2020-06-12,1.0
Los Lagos,10.0,Maullin,10108.0,14894.0,2020-06-12,0.0
Los Lagos,10.0,Osorno,10301.0,173410.0,2020-06-12,30.0
Los Lagos,10.0,Palena,10404.0,1827.0,2020-06-12,0.0
Los Lagos,10.0,Puerto Montt,10101.0,269398.0,2020-06-12,77.0
Los Lagos,10.0,Puerto Octay,10302.0,9192.0,2020-06-12,0.0
Los Lagos,10.0,Puerto Varas,10109.0,48620.0,2020-06-12,19.0
Los Lagos,10.0,Puqueldon,10206.0,4201.0,2020-06-12,0.0
Los Lagos,10.0,Purranque,10303.0,21080.0,2020-06-12,3.0
Los Lagos,10.0,Puyehue,10304.0,11787.0,2020-06-12,0.0
Los Lagos,10.0,Queilen,10207.0,5543.0,2020-06-12,0.0
Los Lagos,10.0,Quellon,10208.0,29309.0,2020-06-12,0.0
Los Lagos,10.0,Quemchi,10209.0,8783.0,2020-06-12,1.0
Los Lagos,10.0,Quinchao,10210.0,8298.0,2020-06-12,0.0
Los Lagos,10.0,Rio Negro,10305.0,14275.0,2020-06-12,0.0
Los Lagos,10.0,San Juan de la Costa,10306.0,7639.0,2020-06-12,6.0
Los Lagos,10.0,San Pablo,10307.0,10553.0,2020-06-12,0.0
Los Lagos,10.0,Desconocido Los Lagos,,,2020-06-12,
Los Lagos,10.0,Total,,891440.0,2020-06-12,146.0
Aysen,11.0,Aysen,11201.0,25002.0,2020-06-12,0.0
Aysen,11.0,Chile Chico,11401.0,5121.0,2020-06-12,0.0
Aysen,11.0,Cisnes,11202.0,5828.0,2020-06-12,0.0
Aysen,11.0,Cochrane,11301.0,3685.0,2020-06-12,0.0
Aysen,11.0,Coyhaique,11101.0,61210.0,2020-06-12,2.0
Aysen,11.0,Guaitecas,11203.0,1599.0,2020-06-12,0.0
Aysen,11.0,Lago Verde,11102.0,920.0,2020-06-12,0.0
Aysen,11.0,OHiggins,11302.0,661.0,2020-06-12,0.0
Aysen,11.0,Rio Ibanez,11402.0,2699.0,2020-06-12,0.0
Aysen,11.0,Tortel,11303.0,572.0,2020-06-12,0.0
Aysen,11.0,Desconocido Aysen,,,2020-06-12,
Aysen,11.0,Total,,107297.0,2020-06-12,2.0
Magallanes y la Antartica,12.0,Antartica,12202.0,137.0,2020-06-12,0.0
Magallanes y la Antartica,12.0,Cabo de Hornos,12201.0,1983.0,2020-06-12,0.0
Magallanes y la Antartica,12.0,Laguna Blanca,12102.0,264.0,2020-06-12,0.0
Magallanes y la Antartica,12.0,Natales,12401.0,23782.0,2020-06-12,0.0
Magallanes y la Antartica,12.0,Porvenir,12301.0,7323.0,2020-06-12,0.0
Magallanes y la Antartica,12.0,Primavera,12302.0,694.0,2020-06-12,1.0
Magallanes y la Antartica,12.0,Punta Arenas,12101.0,141984.0,2020-06-12,42.0
Magallanes y la Antartica,12.0,Rio Verde,12103.0,211.0,2020-06-12,0.0
Magallanes y la Antartica,12.0,San Gregorio,12104.0,681.0,2020-06-12,0.0
Magallanes y la Antartica,12.0,Timaukel,12303.0,282.0,2020-06-12,0.0
Magallanes y la Antartica,12.0,Torres del Paine,12402.0,1021.0,2020-06-12,0.0
Magallanes y la Antartica,12.0,Desconocido Magallanes,,,2020-06-12,
Magallanes y la Antartica,12.0,Total,,178362.0,2020-06-12,43.0
Arica y Parinacota,15.0,Arica,15101.0,247552.0,2020-06-15,353.0
Arica y Parinacota,15.0,Camarones,15102.0,1233.0,2020-06-15,0.0
Arica y Parinacota,15.0,General Lagos,15202.0,810.0,2020-06-15,0.0
Arica y Parinacota,15.0,Putre,15201.0,2515.0,2020-06-15,3.0
Arica y Parinacota,15.0,Desconocido Arica y Parinacota,,,2020-06-15,
Arica y Parinacota,15.0,Total,,252110.0,2020-06-15,356.0
Tarapaca,1.0,Alto Hospicio,1107.0,129999.0,2020-06-15,247.0
Tarapaca,1.0,Camina,1402.0,1375.0,2020-06-15,4.0
Tarapaca,1.0,Colchane,1403.0,1583.0,2020-06-15,12.0
Tarapaca,1.0,Huara,1404.0,3000.0,2020-06-15,6.0
Tarapaca,1.0,Iquique,1101.0,223463.0,2020-06-15,550.0
Tarapaca,1.0,Pica,1405.0,5958.0,2020-06-15,14.0
Tarapaca,1.0,Pozo Almonte,1401.0,17395.0,2020-06-15,116.0
Tarapaca,1.0,Desconocido Tarapaca,,,2020-06-15,
Tarapaca,1.0,Total,,382773.0,2020-06-15,949.0
Antofagasta,2.0,Antofagasta,2101.0,425725.0,2020-06-15,434.0
Antofagasta,2.0,Calama,2201.0,190336.0,2020-06-15,374.0
Antofagasta,2.0,Maria Elena,2302.0,6814.0,2020-06-15,6.0
Antofagasta,2.0,Mejillones,2102.0,14776.0,2020-06-15,5.0
Antofagasta,2.0,Ollague,2202.0,287.0,2020-06-15,2.0
Antofagasta,2.0,San Pedro de Atacama,2203.0,10434.0,2020-06-15,12.0
Antofagasta,2.0,Sierra Gorda,2103.0,1746.0,2020-06-15,7.0
Antofagasta,2.0,Taltal,2104.0,13657.0,2020-06-15,4.0
Antofagasta,2.0,Tocopilla,2301.0,28079.0,2020-06-15,7.0
Antofagasta,2.0,Desconocido Antofagasta,,,2020-06-15,
Antofagasta,2.0,Total,,691854.0,2020-06-15,851.0
Atacama,3.0,Alto del Carmen,3302.0,5729.0,2020-06-15,2.0
Atacama,3.0,Caldera,3102.0,19426.0,2020-06-15,5.0
Atacama,3.0,Chanaral,3201.0,13164.0,2020-06-15,2.0
Atacama,3.0,Copiapo,3101.0,171766.0,2020-06-15,120.0
Atacama,3.0,Diego de Almagro,3202.0,14358.0,2020-06-15,8.0
Atacama,3.0,Freirina,3303.0,7681.0,2020-06-15,1.0
Atacama,3.0,Huasco,3304.0,11264.0,2020-06-15,6.0
Atacama,3.0,Tierra Amarilla,3103.0,14312.0,2020-06-15,10.0
Atacama,3.0,Vallenar,3301.0,57009.0,2020-06-15,33.0
Atacama,3.0,Desconocido Atacama,,,2020-06-15,
Atacama,3.0,Total,,314709.0,2020-06-15,187.0
Coquimbo,4.0,Andacollo,4103.0,11791.0,2020-06-15,2.0
Coquimbo,4.0,Canela,4202.0,9546.0,2020-06-15,2.0
Coquimbo,4.0,Combarbala,4302.0,13884.0,2020-06-15,1.0
Coquimbo,4.0,Coquimbo,4102.0,256735.0,2020-06-15,127.0
Coquimbo,4.0,Illapel,4201.0,32801.0,2020-06-15,10.0
Coquimbo,4.0,La Higuera,4104.0,4450.0,2020-06-15,2.0
Coquimbo,4.0,La Serena,4101.0,249656.0,2020-06-15,116.0
Coquimbo,4.0,Los Vilos,4203.0,23374.0,2020-06-15,4.0
Coquimbo,4.0,Monte Patria,4303.0,32527.0,2020-06-15,24.0
Coquimbo,4.0,Ovalle,4301.0,121269.0,2020-06-15,125.0
Coquimbo,4.0,Paiguano,4105.0,4675.0,2020-06-15,1.0
Coquimbo,4.0,Punitaqui,4304.0,12165.0,2020-06-15,3.0
Coquimbo,4.0,Rio Hurtado,4305.0,4372.0,2020-06-15,5.0
Coquimbo,4.0,Salamanca,4204.0,29110.0,2020-06-15,7.0
Coquimbo,4.0,Vicuna,4106.0,29741.0,2020-06-15,3.0
Coquimbo,4.0,Desconocido Coquimbo,,,2020-06-15,
Coquimbo,4.0,Total,,836096.0,2020-06-15,432.0
Valparaiso,5.0,Algarrobo,5602.0,15174.0,2020-06-15,18.0
Valparaiso,5.0,Cabildo,5402.0,20663.0,2020-06-15,5.0
Valparaiso,5.0,Calera,5502.0,53591.0,2020-06-15,43.0
Valparaiso,5.0,Calle Larga,5302.0,16482.0,2020-06-15,20.0
Valparaiso,5.0,Cartagena,5603.0,25357.0,2020-06-15,9.0
Valparaiso,5.0,Casablanca,5102.0,29170.0,2020-06-15,20.0
Valparaiso,5.0,Catemu,5702.0,15213.0,2020-06-15,17.0
Valparaiso,5.0,Concon,5103.0,45889.0,2020-06-15,33.0
Valparaiso,5.0,El Quisco,5604.0,17742.0,2020-06-15,12.0
Valparaiso,5.0,El Tabo,5605.0,14338.0,2020-06-15,1.0
Valparaiso,5.0,Hijuelas,5503.0,19099.0,2020-06-15,11.0
Valparaiso,5.0,Isla de Pascua,5201.0,8277.0,2020-06-15,0.0
Valparaiso,5.0,Juan Fernandez,5104.0,1033.0,2020-06-15,0.0
Valparaiso,5.0,La Cruz,5504.0,25321.0,2020-06-15,11.0
Valparaiso,5.0,La Ligua,5401.0,37739.0,2020-06-15,19.0
Valparaiso,5.0,Limache,5802.0,49931.0,2020-06-15,61.0
Valparaiso,5.0,Llaillay,5703.0,26533.0,2020-06-15,31.0
Valparaiso,5.0,Los Andes,5301.0,68093.0,2020-06-15,117.0
Valparaiso,5.0,Nogales,5506.0,23490.0,2020-06-15,9.0
Valparaiso,5.0,Olmue,5803.0,19266.0,2020-06-15,7.0
Valparaiso,5.0,Panquehue,5704.0,7633.0,2020-06-15,6.0
Valparaiso,5.0,Papudo,5403.0,6201.0,2020-06-15,5.0
Valparaiso,5.0,Petorca,5404.0,10558.0,2020-06-15,3.0
Valparaiso,5.0,Puchuncavi,5105.0,20071.0,2020-06-15,25.0
Valparaiso,5.0,Putaendo,5705.0,17645.0,2020-06-15,27.0
Valparaiso,5.0,Quillota,5501.0,97572.0,2020-06-15,122.0
Valparaiso,5.0,Quilpue,5801.0,167085.0,2020-06-15,71.0
Valparaiso,5.0,Quintero,5107.0,36135.0,2020-06-15,36.0
Valparaiso,5.0,Rinconada,5303.0,11263.0,2020-06-15,21.0
Valparaiso,5.0,San Antonio,5601.0,96761.0,2020-06-15,85.0
Valparaiso,5.0,San Esteban,5304.0,20643.0,2020-06-15,20.0
Valparaiso,5.0,San Felipe,5701.0,83494.0,2020-06-15,140.0
Valparaiso,5.0,Santa Maria,5706.0,16367.0,2020-06-15,15.0
Valparaiso,5.0,Santo Domingo,5606.0,11934.0,2020-06-15,22.0
Valparaiso,5.0,Valparaiso,5101.0,315732.0,2020-06-15,380.0
Valparaiso,5.0,Villa Alemana,5804.0,139310.0,2020-06-15,74.0
Valparaiso,5.0,Vina del Mar,5109.0,361371.0,2020-06-15,294.0
Valparaiso,5.0,Zapallar,5405.0,7994.0,2020-06-15,0.0
Valparaiso,5.0,Desconocido Valparaiso,,,2020-06-15,
Valparaiso,5.0,Total,,1960170.0,2020-06-15,1790.0
Metropolitana,13.0,Alhue,13502.0,7405.0,2020-06-15,2.0
Metropolitana,13.0,Buin,13402.0,109641.0,2020-06-15,184.0
Metropolitana,13.0,Calera de Tango,13403.0,28525.0,2020-06-15,43.0
Metropolitana,13.0,Cerrillos,13102.0,88956.0,2020-06-15,212.0
Metropolitana,13.0,Cerro Navia,13103.0,142465.0,2020-06-15,328.0
Metropolitana,13.0,Colina,13301.0,180353.0,2020-06-15,415.0
Metropolitana,13.0,Conchali,13104.0,139195.0,2020-06-15,348.0
Metropolitana,13.0,Curacavi,13503.0,36430.0,2020-06-15,103.0
Metropolitana,13.0,El Bosque,13105.0,172000.0,2020-06-15,595.0
Metropolitana,13.0,El Monte,13602.0,40014.0,2020-06-15,44.0
Metropolitana,13.0,Estacion Central,13106.0,206792.0,2020-06-15,440.0
Metropolitana,13.0,Huechuraba,13107.0,112528.0,2020-06-15,206.0
Metropolitana,13.0,Independencia,13108.0,142065.0,2020-06-15,385.0
Metropolitana,13.0,Isla de Maipo,13603.0,40171.0,2020-06-15,33.0
Metropolitana,13.0,La Cisterna,13109.0,100434.0,2020-06-15,300.0
Metropolitana,13.0,La Florida,13110.0,402433.0,2020-06-15,1190.0
Metropolitana,13.0,La Granja,13111.0,122557.0,2020-06-15,505.0
Metropolitana,13.0,La Pintana,13112.0,189335.0,2020-06-15,761.0
Metropolitana,13.0,La Reina,13113.0,100252.0,2020-06-15,183.0
Metropolitana,13.0,Lampa,13302.0,126898.0,2020-06-15,221.0
Metropolitana,13.0,Las Condes,13114.0,330759.0,2020-06-15,476.0
Metropolitana,13.0,Lo Barnechea,13115.0,124076.0,2020-06-15,194.0
Metropolitana,13.0,Lo Espejo,13116.0,103865.0,2020-06-15,348.0
Metropolitana,13.0,Lo Prado,13117.0,104403.0,2020-06-15,221.0
Metropolitana,13.0,Macul,13118.0,134635.0,2020-06-15,398.0
Metropolitana,13.0,Maipu,13119.0,578605.0,2020-06-15,1071.0
Metropolitana,13.0,Maria Pinto,13504.0,14926.0,2020-06-15,7.0
Metropolitana,13.0,Melipilla,13501.0,141612.0,2020-06-15,331.0
Metropolitana,13.0,Nunoa,13120.0,250192.0,2020-06-15,512.0
Metropolitana,13.0,Padre Hurtado,13604.0,74188.0,2020-06-15,114.0
Metropolitana,13.0,Paine,13404.0,82766.0,2020-06-15,139.0
Metropolitana,13.0,Pedro Aguirre Cerda,13121.0,107803.0,2020-06-15,308.0
Metropolitana,13.0,Penaflor,13605.0,101058.0,2020-06-15,119.0
Metropolitana,13.0,Penalolen,13122.0,266798.0,2020-06-15,892.0
Metropolitana,13.0,Pirque,13202.0,30433.0,2020-06-15,43.0
Metropolitana,13.0,Providencia,13123.0,157749.0,2020-06-15,198.0
Metropolitana,13.0,Pudahuel,13124.0,253139.0,2020-06-15,529.0
Metropolitana,13.0,Puente Alto,13201.0,645909.0,2020-06-15,1876.0
Metropolitana,13.0,Quilicura,13125.0,254694.0,2020-06-15,664.0
Metropolitana,13.0,Quinta Normal,13126.0,136368.0,2020-06-15,284.0
Metropolitana,13.0,Recoleta,13127.0,190075.0,2020-06-15,454.0
Metropolitana,13.0,Renca,13128.0,160847.0,2020-06-15,412.0
Metropolitana,13.0,San Bernardo,13401.0,334836.0,2020-06-15,763.0
Metropolitana,13.0,San Joaquin,13129.0,103485.0,2020-06-15,375.0
Metropolitana,13.0,San Jose de Maipo,13203.0,18644.0,2020-06-15,61.0
Metropolitana,13.0,San Miguel,13130.0,133059.0,2020-06-15,405.0
Metropolitana,13.0,San Pedro,13505.0,11953.0,2020-06-15,8.0
Metropolitana,13.0,San Ramon,13131.0,86510.0,2020-06-15,310.0
Metropolitana,13.0,Santiago,13101.0,503147.0,2020-06-15,997.0
Metropolitana,13.0,Talagante,13601.0,81838.0,2020-06-15,122.0
Metropolitana,13.0,Tiltil,13303.0,21477.0,2020-06-15,38.0
Metropolitana,13.0,Vitacura,13132.0,96774.0,2020-06-15,129.0
Metropolitana,13.0,Desconocido Metropolitana,,,2020-06-15,
Metropolitana,13.0,Total,,8125072.0,2020-06-15,19296.0
Del Libertador General Bernardo O’Higgins,6.0,Chepica,6302.0,15925.0,2020-06-15,10.0
Del Libertador General Bernardo O’Higgins,6.0,Chimbarongo,6303.0,37696.0,2020-06-15,12.0
Del Libertador General Bernardo O’Higgins,6.0,Codegua,6102.0,14096.0,2020-06-15,5.0
Del Libertador General Bernardo O’Higgins,6.0,Coinco,6103.0,7831.0,2020-06-15,1.0
Del Libertador General Bernardo O’Higgins,6.0,Coltauco,6104.0,21263.0,2020-06-15,2.0
Del Libertador General Bernardo O’Higgins,6.0,Donihue,6105.0,22700.0,2020-06-15,9.0
Del Libertador General Bernardo O’Higgins,6.0,Graneros,6106.0,36504.0,2020-06-15,16.0
Del Libertador General Bernardo O’Higgins,6.0,La Estrella,6202.0,3114.0,2020-06-15,6.0
Del Libertador General Bernardo O’Higgins,6.0,Las Cabras,6107.0,26749.0,2020-06-15,3.0
Del Libertador General Bernardo O’Higgins,6.0,Litueche,6203.0,6765.0,2020-06-15,8.0
Del Libertador General Bernardo O’Higgins,6.0,Lolol,6304.0,7289.0,2020-06-15,3.0
Del Libertador General Bernardo O’Higgins,6.0,Machali,6108.0,59913.0,2020-06-15,27.0
Del Libertador General Bernardo O’Higgins,6.0,Malloa,6109.0,14163.0,2020-06-15,0.0
Del Libertador General Bernardo O’Higgins,6.0,Marchihue,6204.0,7632.0,2020-06-15,3.0
Del Libertador General Bernardo O’Higgins,6.0,Mostazal,6110.0,27462.0,2020-06-15,5.0
Del Libertador General Bernardo O’Higgins,6.0,Nancagua,6305.0,19141.0,2020-06-15,16.0
Del Libertador General Bernardo O’Higgins,6.0,Navidad,6205.0,6904.0,2020-06-15,9.0
Del Libertador General Bernardo O’Higgins,6.0,Olivar,6111.0,14624.0,2020-06-15,3.0
Del Libertador General Bernardo O’Higgins,6.0,Palmilla,6306.0,13299.0,2020-06-15,5.0
Del Libertador General Bernardo O’Higgins,6.0,Paredones,6206.0,6349.0,2020-06-15,1.0
Del Libertador General Bernardo O’Higgins,6.0,Peralillo,6307.0,11848.0,2020-06-15,13.0
Del Libertador General Bernardo O’Higgins,6.0,Peumo,6112.0,14952.0,2020-06-15,0.0
Del Libertador General Bernardo O’Higgins,6.0,Pichidegua,6113.0,20743.0,2020-06-15,0.0
Del Libertador General Bernardo O’Higgins,6.0,Pichilemu,6201.0,17882.0,2020-06-15,0.0
Del Libertador General Bernardo O’Higgins,6.0,Placilla,6308.0,9164.0,2020-06-15,6.0
Del Libertador General Bernardo O’Higgins,6.0,Pumanque,6309.0,3531.0,2020-06-15,1.0
Del Libertador General Bernardo O’Higgins,6.0,Quinta de Tilcoco,6114.0,13877.0,2020-06-15,0.0
Del Libertador General Bernardo O’Higgins,6.0,Rancagua,6101.0,265211.0,2020-06-15,185.0
Del Libertador General Bernardo O’Higgins,6.0,Rengo,6115.0,63710.0,2020-06-15,16.0
Del Libertador General Bernardo O’Higgins,6.0,Requinoa,6116.0,30371.0,2020-06-15,6.0
Del Libertador General Bernardo O’Higgins,6.0,San Fernando,6301.0,78642.0,2020-06-15,15.0
Del Libertador General Bernardo O’Higgins,6.0,San Vicente,6117.0,50617.0,2020-06-15,5.0
Del Libertador General Bernardo O’Higgins,6.0,Santa Cruz,6310.0,41096.0,2020-06-15,20.0
Del Libertador General Bernardo O’Higgins,6.0,Desconocido O’Higgins,,,2020-06-15,
Del Libertador General Bernardo O’Higgins,6.0,Total,,991063.0,2020-06-15,411.0
Maule,7.0,Cauquenes,7201.0,44143.0,2020-06-15,64.0
Maule,7.0,Chanco,7202.0,9331.0,2020-06-15,8.0
Maule,7.0,Colbun,7402.0,22565.0,2020-06-15,12.0
Maule,7.0,Constitucion,7102.0,50348.0,2020-06-15,21.0
Maule,7.0,Curepto,7103.0,9426.0,2020-06-15,1.0
Maule,7.0,Curico,7301.0,163626.0,2020-06-15,299.0
Maule,7.0,Empedrado,7104.0,4206.0,2020-06-15,3.0
Maule,7.0,Hualane,7302.0,10222.0,2020-06-15,30.0
Maule,7.0,Licanten,7303.0,6989.0,2020-06-15,4.0
Maule,7.0,Linares,7401.0,101073.0,2020-06-15,51.0
Maule,7.0,Longavi,7403.0,32810.0,2020-06-15,40.0
Maule,7.0,Maule,7105.0,60000.0,2020-06-15,26.0
Maule,7.0,Molina,7304.0,49800.0,2020-06-15,21.0
Maule,7.0,Parral,7404.0,44544.0,2020-06-15,25.0
Maule,7.0,Pelarco,7106.0,9083.0,2020-06-15,6.0
Maule,7.0,Pelluhue,7203.0,8092.0,2020-06-15,12.0
Maule,7.0,Pencahue,7107.0,8601.0,2020-06-15,2.0
Maule,7.0,Rauco,7305.0,11248.0,2020-06-15,10.0
Maule,7.0,Retiro,7405.0,21071.0,2020-06-15,15.0
Maule,7.0,Rio Claro,7108.0,14753.0,2020-06-15,3.0
Maule,7.0,Romeral,7306.0,16170.0,2020-06-15,26.0
Maule,7.0,Sagrada Familia,7307.0,19469.0,2020-06-15,17.0
Maule,7.0,San Clemente,7109.0,46292.0,2020-06-15,52.0
Maule,7.0,San Javier,7406.0,49451.0,2020-06-15,47.0
Maule,7.0,San Rafael,7110.0,9959.0,2020-06-15,16.0
Maule,7.0,Talca,7101.0,236724.0,2020-06-15,200.0
Maule,7.0,Teno,7308.0,30850.0,2020-06-15,12.0
Maule,7.0,Vichuquen,7309.0,4381.0,2020-06-15,0.0
Maule,7.0,Villa Alegre,7407.0,17512.0,2020-06-15,16.0
Maule,7.0,Yerbas Buenas,7408.0,19200.0,2020-06-15,11.0
Maule,7.0,Desconocido Maule,,,2020-06-15,
Maule,7.0,Total,,1131939.0,2020-06-15,1050.0
Nuble,16.0,Bulnes,16102.0,22607.0,2020-06-15,15.0
Nuble,16.0,Chillan,16101.0,198624.0,2020-06-15,156.0
Nuble,16.0,Chillan Viejo,16103.0,33827.0,2020-06-15,26.0
Nuble,16.0,Cobquecura,16202.0,5275.0,2020-06-15,0.0
Nuble,16.0,Coelemu,16203.0,16845.0,2020-06-15,12.0
Nuble,16.0,Coihueco,16302.0,28375.0,2020-06-15,9.0
Nuble,16.0,El Carmen,16104.0,12334.0,2020-06-15,5.0
Nuble,16.0,Ninhue,16204.0,5414.0,2020-06-15,4.0
Nuble,16.0,Niquen,16303.0,11567.0,2020-06-15,20.0
Nuble,16.0,Pemuco,16105.0,8639.0,2020-06-15,6.0
Nuble,16.0,Pinto,16106.0,11880.0,2020-06-15,1.0
Nuble,16.0,Portezuelo,16205.0,4940.0,2020-06-15,0.0
Nuble,16.0,Quillon,16107.0,18777.0,2020-06-15,35.0
Nuble,16.0,Quirihue,16201.0,12192.0,2020-06-15,2.0
Nuble,16.0,Ranquil,16206.0,6261.0,2020-06-15,1.0
Nuble,16.0,San Carlos,16301.0,56252.0,2020-06-15,60.0
Nuble,16.0,San Fabian,16304.0,4654.0,2020-06-15,0.0
Nuble,16.0,San Ignacio,16108.0,16624.0,2020-06-15,35.0
Nuble,16.0,San Nicolas,16305.0,12172.0,2020-06-15,7.0
Nuble,16.0,Treguaco,16207.0,5696.0,2020-06-15,2.0
Nuble,16.0,Yungay,16109.0,18596.0,2020-06-15,6.0
Nuble,16.0,Desconocido Nuble,,,2020-06-15,
Nuble,16.0,Total,,511551.0,2020-06-15,402.0
Biobio,8.0,Alto Biobio,8314.0,6775.0,2020-06-15,32.0
Biobio,8.0,Antuco,8302.0,4306.0,2020-06-15,6.0
Biobio,8.0,Arauco,8202.0,38679.0,2020-06-15,22.0
Biobio,8.0,Cabrero,8303.0,30725.0,2020-06-15,13.0
Biobio,8.0,Canete,8203.0,37003.0,2020-06-15,7.0
Biobio,8.0,Chiguayante,8103.0,91180.0,2020-06-15,39.0
Biobio,8.0,Concepcion,8101.0,238092.0,2020-06-15,168.0
Biobio,8.0,Contulmo,8204.0,6330.0,2020-06-15,0.0
Biobio,8.0,Coronel,8102.0,125829.0,2020-06-15,95.0
Biobio,8.0,Curanilahue,8205.0,33892.0,2020-06-15,15.0
Biobio,8.0,Florida,8104.0,11841.0,2020-06-15,1.0
Biobio,8.0,Hualpen,8112.0,97273.0,2020-06-15,34.0
Biobio,8.0,Hualqui,8105.0,26201.0,2020-06-15,8.0
Biobio,8.0,Laja,8304.0,23873.0,2020-06-15,10.0
Biobio,8.0,Lebu,8201.0,27100.0,2020-06-15,2.0
Biobio,8.0,Los Alamos,8206.0,22524.0,2020-06-15,4.0
Biobio,8.0,Los Angeles,8301.0,218515.0,2020-06-15,87.0
Biobio,8.0,Lota,8106.0,45750.0,2020-06-15,24.0
Biobio,8.0,Mulchen,8305.0,31041.0,2020-06-15,4.0
Biobio,8.0,Nacimiento,8306.0,27944.0,2020-06-15,17.0
Biobio,8.0,Negrete,8307.0,10429.0,2020-06-15,25.0
Biobio,8.0,Penco,8107.0,49865.0,2020-06-15,51.0
Biobio,8.0,Quilaco,8308.0,4179.0,2020-06-15,3.0
Biobio,8.0,Quilleco,8309.0,10032.0,2020-06-15,3.0
Biobio,8.0,San Pedro de la Paz,8108.0,145906.0,2020-06-15,93.0
Biobio,8.0,San Rosendo,8310.0,3611.0,2020-06-15,0.0
Biobio,8.0,Santa Barbara,8311.0,14592.0,2020-06-15,10.0
Biobio,8.0,Santa Juana,8109.0,14779.0,2020-06-15,16.0
Biobio,8.0,Talcahuano,8110.0,158345.0,2020-06-15,55.0
Biobio,8.0,Tirua,8207.0,11019.0,2020-06-15,3.0
Biobio,8.0,Tome,8111.0,58729.0,2020-06-15,44.0
Biobio,8.0,Tucapel,8312.0,15205.0,2020-06-15,25.0
Biobio,8.0,Yumbel,8313.0,22132.0,2020-06-15,9.0
Biobio,8.0,Desconocido Biobio,,,2020-06-15,
Biobio,8.0,Total,,1663696.0,2020-06-15,925.0
La Araucania,9.0,Angol,9201.0,56058.0,2020-06-15,86.0
La Araucania,9.0,Carahue,9102.0,25486.0,2020-06-15,6.0
La Araucania,9.0,Cholchol,9121.0,12341.0,2020-06-15,5.0
La Araucania,9.0,Collipulli,9202.0,26148.0,2020-06-15,9.0
La Araucania,9.0,Cunco,9103.0,18055.0,2020-06-15,15.0
La Araucania,9.0,Curacautin,9203.0,18178.0,2020-06-15,9.0
La Araucania,9.0,Curarrehue,9104.0,7802.0,2020-06-15,0.0
La Araucania,9.0,Ercilla,9204.0,8458.0,2020-06-15,2.0
La Araucania,9.0,Freire,9105.0,25446.0,2020-06-15,21.0
La Araucania,9.0,Galvarino,9106.0,12633.0,2020-06-15,43.0
La Araucania,9.0,Gorbea,9107.0,15148.0,2020-06-15,8.0
La Araucania,9.0,Lautaro,9108.0,40746.0,2020-06-15,11.0
La Araucania,9.0,Loncoche,9109.0,24739.0,2020-06-15,1.0
La Araucania,9.0,Lonquimay,9205.0,11049.0,2020-06-15,0.0
La Araucania,9.0,Los Sauces,9206.0,7517.0,2020-06-15,2.0
La Araucania,9.0,Lumaco,9207.0,10050.0,2020-06-15,1.0
La Araucania,9.0,Melipeuco,9110.0,6265.0,2020-06-15,1.0
La Araucania,9.0,Nueva Imperial,9111.0,33777.0,2020-06-15,29.0
La Araucania,9.0,Padre Las Casas,9112.0,82110.0,2020-06-15,4.0
La Araucania,9.0,Perquenco,9113.0,7223.0,2020-06-15,7.0
La Araucania,9.0,Pitrufquen,9114.0,26096.0,2020-06-15,10.0
La Araucania,9.0,Pucon,9115.0,29782.0,2020-06-15,10.0
La Araucania,9.0,Puren,9208.0,12188.0,2020-06-15,0.0
La Araucania,9.0,Renaico,9209.0,10833.0,2020-06-15,4.0
La Araucania,9.0,Saavedra,9116.0,12793.0,2020-06-15,8.0
La Araucania,9.0,Temuco,9101.0,302931.0,2020-06-15,30.0
La Araucania,9.0,Teodoro Schmidt,9117.0,15786.0,2020-06-15,1.0
La Araucania,9.0,Tolten,9118.0,10055.0,2020-06-15,0.0
La Araucania,9.0,Traiguen,9210.0,19314.0,2020-06-15,9.0
